discoverymethod,disc_year,pl_rade,pl_masse,pl_orbper,pl_dens,pl_orbeccen
Transit,2016,,,13.02368089,,
Transit,2021,2.5,,10.440887,,0.0
Transit,2023,3.43,,116.582614,,0.0
Transit,2016,3.08,,28.2274184,,0.0
Transit,2016,3.44,,42.3514267,,0.0
Transit,2016,3.44,,42.3514267,,0.0
Transit,2016,3.03,,4.1762599,,0.0
Transit,2016,3.094,,,,
Transit,2016,1.11,,1.138543376,,
Transit,2016,1.072,,1.138543376,,
Transit,2016,1.27,,1.138543376,,0.0
Transit,2014,,,12.795,,
Transit,2014,,,6.31250483,,
Transit,2014,2.06,,6.312503728,,0.0
Transit,2014,1.6,,12.7945474,,0.0
Transit,2014,2.05,,6.31238222,,
Transit,2014,1.93,,12.79455062,,
Transit,2016,1.59,,8.23984869,,0.0
Transit,2014,2.85,,151.884058,,
Transit,2014,2.68,,25.6721559,,0.0
Transit,2014,2.23,,151.8861943,,
Transit,2016,2.87,,60.92832271,,0.0
Transit,2016,,,60.92832947,,
Transit,2016,1.52,,17.29184,,0.0
Transit,2016,,,15.358767771,,
Transit,2016,11.31,,15.358768403,,0.0
Transit,2016,11.82,,15.358768403,,
Transit,2016,2.62,,38.6519976,,0.0
Transit,2016,11.0,,15.3587794,,0.0
Transit,2021,3.33187146,,19.59059906,,
Transit,2016,2.794,,,,
Transit,2021,2.77513568,,2.418390036,,
Transit,2016,2.3,,38.65154,,0.0
Transit,2021,2.86719266,,9.178569794,,
Transit,2021,2.33,,9.17858057,,0.0
Transit,2021,2.37,,95.6114617,,0.0
Transit,2021,,,95.6114617,,
Transit,2021,2.47,,95.609845,,0.0
Transit,2016,0.96,,0.789161653,,0.0
Transit,2021,2.2,,37.30304,,0.0
Transit,2021,2.94360686,,37.30369949,,
Transit,2021,1.85,,91.5009237,,0.0
Transit,2021,1.748,,91.5009237,,
Transit,2021,1.85,,91.5009237,,0.0
Transit,2014,,,4.06942539,,
Transit,2014,,,4.069425638,,
Transit,2014,2.04,,16.28248353,,0.0
Transit,2014,1.815,,4.069428401,,
Transit,2014,1.61,,4.069402,,0.0
Transit,2014,2.35,,7.54233911,,0.0
Transit,2014,1.59,,7.54235832,,0.0
Transit,2014,1.295,,3.61461353,,
Transit,2014,2.98,,11.9320869,,0.0
Transit,2016,,,3.7098771049,,
Transit,2016,3.96,,3.709870645,,0.0
Transit,2016,3.021,,56.1886887,,
Transit,2016,1.334,,3.18897601,,
Transit,2014,2.01,,5.47665801,,0.0
Transit,2014,1.45,,24.2102171,,
Transit,2014,1.55,,5.47663,,0.0
Transit,2014,,,24.20994274,,
Transit,2016,4.38,,8.512035877,,0.0
Transit,2016,2.11,,8.512035877,,
Transit,2016,3.97,,16.32976218,,0.0
Transit,2016,1.72,,9.1149903,,
Transit,2016,1.78,,9.1149903,,0.0
Transit,2016,0.957,,,,
Transit,2016,2.0,,3.856874,,0.0
Transit,2016,2.02,,41.8059544,,0.0
Transit,2014,,,2.0248205,,
Transit,2014,0.73,,2.024820339,,0.0
Transit,2014,2.1,,9.600001,,
Transit,2014,2.42,,20.67876365,,0.0
Transit,2014,2.16,,20.67885,,0.0
Transit,2014,1.42,,9.59993139,,0.0
Transit,2014,1.89,,9.599922,,0.0
Transit,2016,2.491,,76.5369586,,
Transit,2016,,,24.33975292,,
Transit,2016,2.75,,76.5369586,,0.0
Transit,2016,3.325,,,,
Transit,2016,,,24.3397728869,,
Transit,2016,,,56.67466525,,
Transit,2016,,,56.6746666,,
Transit,2016,3.068,,,,
Transit,2013,14.41,,7.340714746,,0.0
Transit,2013,16.7317044,,7.34056751478,,
Transit,2013,8.6,,7.3407239,,0.0
Transit,2016,1.29,,4.271024,,0.0
Transit,2016,1.24,,4.27103091,,0.0
Transit,2021,,,70.46843597,,
Transit,2021,,,73.75004569,,
Transit,2021,3.40627075,,73.75039673,,
Transit,2016,,,1.022678654,,
Transit,2021,2.38,,8.27744313,,0.0
Transit,2014,2.14,,5.370645868,,0.0
Transit,2014,1.317,,,,
Transit,2014,2.57,,3.162697,,
Transit,2014,2.14,,5.370645868,,0.0
Transit,2021,2.08,,22.13345106,,0.0
Transit,2016,,,76.13616356,,
Transit,2016,1.75,,4.33643506,,0.0
Transit,2016,1.61,,3.00725242,,0.0
Transit,2016,1.57,,3.007257,,0.0
Transit,2021,1.36,,2.20829637,,0.0
Transit,2021,,,2.20829637,,
Transit,2014,,,10.68758211,,
Transit,2014,2.12,,,,
Transit,2014,2.23,,2.453235899,,0.0
Transit,2014,3.3,,7.9725436,,0.0
Transit,2014,3.23,,7.972513469,,0.0
Transit,2014,,,7.97251614,,
Transit,2014,,,7.972510087,,
Transit,2016,5.034,,76.13602028,,
Transit,2016,,,14.4540329,,
Transit,2016,0.79,,14.4541302,,0.0
Transit,2016,3.1,,40.0686713,,0.0
Transit,2016,1.6,,3.970805,,0.0
Transit,2016,1.45,,3.97076766,,0.0
Transit,2016,2.33,,7.411141,,0.0
Transit,2016,2.48,,7.411141,,
Transit,2016,,,7.41113177,,
Transit,2016,2.33,,7.411141,,0.0
Transit,2016,3.0,,26.39452,,0.0
Transit,2016,,,26.3943422592,,
Transit,2021,1.17,,8.98825111,,0.0
Transit,2016,2.06,,22.18329658,,0.0
Transit,2016,3.34,,91.080482,,0.0
Transit,2016,,,91.078624,,
Transit,2016,2.855,,,,
Transit,2014,,,6.04046688,,
Transit,2014,,,4.13854364,,
Transit,2014,,,6.0404406157,,
Transit,2014,1.22,,4.138536769,,
Transit,2014,1.3,,4.13852825,,0.0
Transit,2014,2.49,,4.138536769,,0.0
Transit,2014,,,6.0404622,,
Transit,2014,,,4.139,,
Transit,2016,,,0.7648646701,,
Transit,2016,1.1,,0.764864926,,0.0
Transit,2016,1.04,,0.764863517,,0.0
Transit,2016,,,29.34926797,,
Transit,2016,2.7,,20.38164,,0.0
Transit,2016,2.87,,20.38177573,,0.0
Transit,2016,2.813,,20.38177573,,
Transit,2016,,,20.38179859,,
Transit,2016,3.09,,20.38177573,,
Transit,2014,,,16.2580276,,
Transit,2014,0.87,,16.2583586,,0.0
Transit,2014,2.06,,31.80474045,,0.0
Transit,2014,1.001,,,,
Transit,2014,1.09,,16.257582,,
Transit,2016,20.24,,5.546083665,,0.0
Transit,2016,20.24,,5.546083665,,0.0
Transit,2016,2.14,,40.9903986,,0.0
Transit,2021,,,39.31373887,,
Transit,2021,,,39.3135699,,
Transit,2016,,,23.23801825,,
Transit,2016,2.28,,23.2382792,,0.0
Transit,2021,4.54060463,,56.35850143,,
Transit,2020,2.5,,20.4998373,,0.0
Transit,2020,2.8,,20.49941,,0.0
Transit,2015,22.30591,270.1555,8.6001536,0.134,0.18
Transit,2015,7.47,,8.600153301,,0.0
Transit,2016,,,39.43986217,,
Transit,2016,1.86,,8.09219642,,0.0
Transit,2016,3.51,,,,
Transit,2016,3.05,,8.981016833,,
Transit,2016,,,8.98101396,,
Transit,2016,3.14,,8.981014925,,0.0
Transit,2014,1.77,,3.78403393,,
Transit,2014,1.791,,,,
Transit,2014,,,18.1199086766,,
Transit,2016,1.29,,3.554856338,,0.0
Transit,2016,1.3,,3.554856915,,0.0
Transit,2016,2.035,,,,
Transit,2016,2.012,,3.554856915,,
Transit,2013,1.71,,242.4613,,0.14
Transit,2013,,,13.7223682,,
Transit,2013,2.28,,13.722364,,0.0
Transit,2013,2.903,,,,
Transit,2016,1.2,,3.0255955,,0.0
Transit,2016,,,3.0255547548,,
Transit,2016,,,3.02558494,,
Transit,2016,1.86,,8.09219642,,0.0
Transit,2020,,,0.98097217,,
Radial Velocity,2001,,,350.3,,0.26
Radial Velocity,2001,,,339.0,,0.37
Radial Velocity,2012,,3464.64746471,10159.64279,,0.277
Transit,2015,25.0,,1.5654088,,0.0
Transit,2015,1.11,,3.036179,,0.0
Transit,2014,3.032,,,,
Transit,2014,1.92,,15.66057659,,0.0
Transit,2014,1.83,,28.7795813,,0.0
Transit,2014,2.1,,15.66057659,,
Transit,2016,1.46,,48.051405,,0.0
Transit,2016,,,48.0533660752,,
Transit,2016,1.46,,48.051405,,0.0
Transit,2018,11.500434,131.89945,11.53533,0.477,0.251
Radial Velocity,2014,,,11.4433,,0.0
Radial Velocity,2010,,,5.77267,,0.16
Radial Velocity,2010,,,5.7727,,0.14
Radial Velocity,2010,,,5.77152,,0.172
Radial Velocity,2010,,,5.77142,,0.062
Radial Velocity,2015,,,13.5052,,0.305
Radial Velocity,2011,,,431.8,,0.101
Radial Velocity,2015,,,270.0,,0.63
Transit,2021,,,49.4781446,,
Transit,2021,1.95,,49.4781649,,0.0
Transit,2016,6.71,,62.134919,,0.0
Transit,2016,,,186.404241733,,
Transit,2016,,,186.40772738,,
Radial Velocity,2008,,,655.59998,,0.54
Radial Velocity,2005,,,3.4442,,0.0
Transit,2019,15.8043,,5.5514888,,
Transit,2016,,,16.92342126,,
Transit,2016,,,16.92339149,,
Transit,2020,1.84,,69.8957158,,0.0
Transit,2016,2.04,,15.1410397,,0.0
Transit,2016,1.96,,15.1410397,,
Transit,2016,,,8.02768225,,
Transit,2016,,,8.0276822757,,
Transit,2016,8.89,,8.027680595,,0.0
Transit,2016,7.4,,8.0276729,,0.0
Transit,2016,,,1.5690606036,,
Transit,2014,2.89,,125.602323,,0.0
Transit,2014,2.861,,125.602302,,
Transit,2014,2.45,,21.96399084,,
Transit,2014,2.364,,,,
Transit,2014,2.64,,21.96399084,,0.0
Transit,2021,,,3.42390809,,
Transit,2021,1.13,,3.423896,,0.0
Transit,2021,1.14,,3.42391461,,0.0
Transit,2016,2.27,,,,
Transit,2016,2.28,,96.9151496,,
Transit,2014,12.43,,2.684328485,,0.0
Transit,2014,12.43,,2.684328485,,0.0
Transit,2014,14.75,,2.684328485,,
Transit,2014,,,2.684328541,,
Transit,2014,13.45,228.83,2.68432848,0.55,
Radial Velocity,2000,,,325.705,,0.3552
Radial Velocity,2019,,,8360.0,,0.355
Imaging,2013,,1748.065,,,
Transit,2016,2.063,,43.0342272,,
Transit,2016,2.54,,,,
Transit,2016,3.01,,43.0342272,,0.0
Transit,2016,3.29,,20.74028413,,0.0
Transit,2016,,,20.7406577151,,
Transit,2016,3.7,,20.740555,,0.0
Transit,2015,,,572.376632,,
Radial Velocity,2018,,,1860.0,,0.294
Transit,2016,,,13.5631923286,,
Transit,2016,1.75,,13.5630972,,0.0
Radial Velocity,2020,3.89,42.44,55.087,3.98,0.197
Radial Velocity,1996,,,1083.2,,0.049
Radial Velocity,1996,,,1078.0,,0.032
Radial Velocity,1996,,,1076.6,,0.016
Radial Velocity,2009,,,14002.0,,0.16
Radial Velocity,2011,,,647.29999,,0.3
Radial Velocity,2019,,,15.144,,0.2
Radial Velocity,2021,,,8.1245,,0.138
Radial Velocity,2021,,,19.88,,0.293
Transit,2016,0.55,,2.88879862,,0.0
Radial Velocity,2010,2.247,7.55,9.4903,3.9,0.078
Radial Velocity,2010,,,9.4957,,0.13
Transit,2016,1.08,,27.4785572,,0.0
Transit,2021,1.28574667,,6.245659828,,
Transit,2021,1.11,,6.24563503,,0.0
Transit,2016,2.57,,4.182002531,,0.0
Radial Velocity,2011,,,433.8,,0.079
Transit,2016,1.29,,5.50860439,,0.0
Transit,2016,1.265,,5.50860439,,
Radial Velocity,2012,,2665.3090211,5697.3043,,0.841
Radial Velocity,2018,,,968.8,,0.226
Radial Velocity,2005,,,439.29999,,0.09
Radial Velocity,2004,,,17.0431,,0.25
Radial Velocity,2004,,,17.0495,,0.085
Transit,2014,2.19,,5.6879831,,0.0
Transit,2014,2.39,,11.63701734,,0.0
Transit,2016,,,12.9848821623,,
Transit,2016,1.35,,3.77360059,,0.0
Transit,2016,,,8.1818710054,,
Transit,2016,1.07,,1.340597468,,0.0
Transit,2021,,,23.34014628,,
Transit,2014,2.0,,6.312508525,,0.0
Transit,2016,5.37,,37.6468519,,0.0
Transit,2014,1.99,,8.45747483,,0.0
Transit,2014,2.05,,17.2811521,,0.0
Transit,2014,1.84,,32.1340014,,0.0
Transit,2014,,,17.2810905163,,
Transit,2014,2.06,,5.687945,,
Transit,2016,,,41.7096478587,,
Transit,2016,2.94,,16.1289679,,0.0
Transit,2011,4.5,1322.12,12.7204,,
Radial Velocity,2014,,,122.4,,0.13
Transit,2020,,,22.06402,,
Transit,2020,2.31,,22.0640623,,0.0
Transit,2020,2.70216183,,22.064,,
Transit,2016,1.73,,16.4735686,,
Transit,2021,2.26,,24.2762373,,0.0
Transit,2016,5.38,,6.57531678,,0.0
Transit,2014,,,56.63849917,,
Transit,2014,1.64,,6.09750607,,0.0
Transit,2016,2.792,,,,
Transit,2020,2.88940836,,14.8334,,
Transit,2016,,,22.36646466,,
Transit,2016,1.94,,15.36262753,,
Transit,2021,1.57,,8.94326,,0.0
Transit,2014,,,41.0081117,,
Transit,2014,3.21,,10.04377084,,0.0
Transit,2014,2.29,,10.04325,,0.0
Transit,2014,1.82,,28.55142,,0.0
Transit,2014,1.9,,28.55156868,,0.0
Transit,2014,2.53,,16.70920692,,0.0
Transit,2014,,,28.55152163,,
Transit,2014,2.12,,16.709184,,
Transit,2013,2.8,,26.13617,,0.0
Transit,2013,2.45,,17.84848082,,0.0
Transit,2013,,,17.84850835,,
Transit,2011,0.66,,1.865114193,,0.0
Transit,2014,0.94,,3.621457,,
Transit,2011,8.4493,105.833,228.776,0.964,0.0069
Radial Velocity,2022,,3465.60094993,14901.99295,,0.165
Transit,2014,0.7,,2.465026158,,0.0
Transit,2009,4.13,,3.213668926,,0.0
Transit,2014,,,7.24022996,,
Transit,2013,2.908,,10.41572924,,
Transit,2023,6.18,38.15,14.70886,0.9,0.07
Transit,2014,3.219,,,,
Transit,2016,11.83,,328.2399546,,0.0
Transit,2013,2.357,8.03,5.39875259,3.37,0.09
Transit,2011,10.98,,4.942783399,,
Transit,2014,1.05,,2.09081565,,0.0
Transit,2012,1.41,,8.131146,,0.0
Transit,2012,1.78,,8.13122484,4.150553,0.0
Transit,2014,1.8,,1.729366,,
Microlensing,2022,,37.1,,,
Transit,2016,0.86,,0.921032135,,0.0
Microlensing,2023,,15.3,,,
Transit,2012,2.63,,9.673953474,,
Transit,2024,3.38391242,,17.94536449202,,
Transit,2013,,,71.3116598,,
Transit,2011,1.773,9.7,3.6961049,9.4,0.083
Transit,2014,2.38,,13.72710334,,0.0
Transit,2021,2.54,,15.13591895,,0.0
Transit,2014,1.905,,4.580338622,,
Transit,2014,1.527,,,,
Transit,2016,1.84,,49.6077331,,0.0
Transit,2016,1.801,,,,
Transit,2016,,,41.6976799013,,
Transit,2014,,,37.8658964,,
Transit,2014,2.05,,11.932125,,
Transit,2016,1.22,,18.3027248,,0.0
Transit,2006,13.719816,385.20996,2.470613374,0.82,0.0028
Transit,2016,2.22,,32.5637069,,0.0
Transit,2016,,,28.5061564554,,
Transit,2014,2.932,,49.5004952,,
Transit,2021,,,42.4269647,,
Transit,2016,,,19.79186403,,
Transit,2021,1.91,,13.36020599,,0.0
Transit,2016,2.12,,9.69310837,,0.0
Transit,2014,3.41,,51.75529576,,0.0
Transit,2014,,,2.403640701,,
Transit,2012,,,10.21864532,,
Transit,2004,,,3.0300722,,
Transit,2016,,,1.674,,
Transit,2011,5.5,,21.775754,,0.0
Microlensing,2017,,6.7,,,
Transit,2014,,,151.8851881,,
Transit,2016,,,1.0637892018,,
Transit,2023,12.92730565,,3.24429897599,,
Transit,2013,10.43,,3.578780566,,0.0
Transit,2016,,,7.49491004,,
Transit,2016,2.836,8.9,13.3397,2.12,0.13
Transit,2020,2.63477634,,5.07803253492,,
Transit,2016,,,5.5086102,,
Transit,2016,2.58,,28.474748,,
Transit,2016,0.89,,6.10960324,,
Microlensing,2023,,38.19,,,
Transit,2014,3.287,,,,
Transit,2014,,,22.82456321,,
Transit,2016,,,3.329466,,
Transit,2016,3.64,,18.68404933,,0.0
Transit,2024,1.47291596,3.3,13.475815,5.6,0.0
Transit,2014,1.8,,16.3992561,,0.0
Transit,2016,2.9,,23.67517607,,
Transit,2012,,,10.91271752,,
Transit,2016,2.42,,134.2527298,,0.0
Transit,2016,1.36,,6.92101021,,0.0
Radial Velocity,2020,,,1599.6,,0.0183
Transit,2016,1.03,,1.88897906,,0.0
Transit,2012,2.73,,13.48458665,,0.0
Transit,2014,48.785,,19.7240891,,
Transit,2016,2.62,,509.997402,,0.0
Transit,2018,2.68,,28.4707,,
Transit,2014,,,41.74945104,,
Microlensing,2019,,180.0,,,
Transit,2014,1.55,,4.617534,,
Transit,2021,2.65323514,,38.5760994,,
Transit,2004,11.960003,165.2716,4.0144479,,
Transit,2014,10.019,,3.311864499,,
Transit,2019,2.17,,18.0983,,
Transit,2014,,,5.688,,
Transit,2018,1.99,,3.67626,,
Transit,2018,2.07,,7.95486,,
Transit,2023,2.332,10.4,16.141132,4.49,0.23
Transit,2016,,,11.322663446,,
Transit,2014,,,19.7407003876,,
Transit,2023,2.116,,232.058029,,
Transit,2014,1.57,,9.17613539,,0.0
Transit,2014,1.544,,19.7383913,,
Transit,2016,1.15,,14.4273551,,0.0
Transit,2016,1.15,,14.4273551,,0.0
Transit,2016,1.53,,14.42735088,,0.0
Transit,2018,2.32,,15.48043,,
Transit,2016,2.96,,81.4162941,,0.0
Transit,2016,2.96,,81.4162941,,0.0
Transit,2016,,,81.41635082,,
Transit,2018,1.38434336,,2.698368,,
Transit,2018,2.16480482,,8.32801,,
Transit,2018,2.12,21.3,8.32834,12.8,0.0
Transit,2018,1.96,,2.86041,,
Transit,2014,,,34.25951418,,
Transit,2016,,,1.55400192,,
Transit,2016,1.7,,1.554001,,0.0
Transit,2016,1.9,,6.91134223,,0.0
Transit,2016,,,6.9112988536,,
Transit,2016,1.7,,6.91134416,,
Transit,2018,2.19,,12.11839,,
Transit,2018,2.9,,1.96417,,
Transit,2016,1.626,,,,
Transit,2016,1.6,,2.03387483,,0.0
Transit,2020,,,3.49079807,,
Transit,2018,,,2.18053435,,
Transit,2014,2.161,,10.38123451,,
Transit,2014,2.1,,24.57081569,,0.0
Transit,2014,2.038,,24.57081569,,
Transit,2014,2.21,,10.381209,,0.0
Transit,2014,2.18,,10.38122447,,0.0
Transit,2014,2.17,,24.57081569,,
Transit,2014,2.23,,10.38123451,,0.0
Transit,2014,2.26,,10.38123451,,
Transit,2016,1.55,,16.54080322,,
Transit,2016,,,16.54081386,,
Transit,2014,2.097,,13.12163551,,
Transit,2014,2.24,,,,
Transit,2014,1.81,,13.121632,,
Transit,2014,1.803,,,,
Transit,2016,,,7.256962446,,
Transit,2013,3.11,,42.99255302,,
Transit,2013,6.07,,88.5112563,,0.0
Transit,2013,5.3,17.9,88.505,,
Transit,2013,5.38,,88.5112563,,
Transit,2013,2.955,,42.99255302,,
Transit,2013,,,42.99292187,,
Transit,2013,6.07,,88.5112563,,0.0
Transit,2016,,,2.05388477,,
Transit,2016,2.29,,2.053879821,,0.0
Transit,2016,2.31,,2.053899,,0.0
Transit,2016,1.98,,34.43587975,,0.0
Transit,2016,1.38,,1.2895886,,0.0
Transit,2015,1.88,,207.247959,,
Transit,2016,1.19,,4.48487493,,0.0
Transit,2016,1.307,,,,
Transit,2016,0.79,,2.41811321,,0.0
Transit,2014,0.8,,3.41045424,,
Transit,2014,,,3.41045981,,
Transit,2014,0.916,,3.41045424,,
Transit,2014,2.2,,13.82142084,,0.0
Transit,2014,0.8,,3.41045424,,0.0
Transit,2014,,,13.8214022996,,
Transit,2016,,,19.80778729,,
Transit,2016,2.48,,19.80792185,,
Radial Velocity,2013,,,632.62,,0.102
Transit,2013,2.53,,5.3987665,,0.0
Transit,2013,2.33,5.97,5.39875,2.6,
Transit,2014,2.51,,15.90686437,,0.0
Transit,2014,2.611,,15.90686437,,
Transit,2016,3.26,,26.0204423,,0.0
Transit,2016,3.4,,,,
Transit,2016,2.61,,76.6139446,,0.0
Transit,2016,2.69,,5.248672631,,0.0
Transit,2017,2.39,7.92,5.40479,3.1,0.043
Transit,2021,3.013,4.32,41.96797,0.9,0.059
Transit,2017,1.57,,2.35322,,0.403
Transit,2017,2.73,,12.75758,,
Transit,2017,2.299,6.31,3.56004,2.8,0.045
Transit,2022,2.04,,20.851337,,
Transit,2014,,,32.1337291552,,
Transit,2014,1.99,,8.45747483,,0.0
Transit,2014,,,32.13412655,,
Transit,2014,2.572,,,,
Transit,2014,2.39,,11.63701734,,0.0
Transit,2014,2.19,,5.6879831,,0.0
Transit,2014,2.23,35.7,11.637,,
Transit,2014,2.416,,5.6879831,,
Transit,2016,2.5,,21.8635301,,0.0
Transit,2016,2.32,,42.3004954,,0.0
Transit,2016,2.32,,42.3004954,,0.0
Transit,2016,,,42.3006608,,
Transit,2016,1.901,,,,
Transit,2016,1.67,,37.64617,,0.0
Transit,2016,2.19,,37.6467384,,
Transit,2014,1.92,,32.1340737,,0.0
Transit,2014,1.64,,32.134328,,
Transit,2014,2.04,,17.28116957,,0.0
Transit,2016,7.7,,3.8959309,,0.0
Transit,2016,1.53,,3.77360059,,
Transit,2016,2.14,,8.181943,,0.0
Transit,2016,,,3.77359871,,
Transit,2016,,,8.18180095,,
Transit,2016,,,3.7736645089,,
Transit,2016,,,1.34059854,,
Transit,2016,,,1.340596782,,
Transit,2016,,,41.70850538,,
Transit,2016,,,10.035381809,,
Transit,2016,4.6,,10.035355,,0.0
Transit,2016,2.31,,16.1288853,,0.0
Transit,2011,4.627,,12.720374354,,
Transit,2011,,0.0275,6.2385347882,,0.0029
Transit,2011,2.71,,,,
Transit,2011,5.095,,,,
Transit,2011,2.53,,6.238535444,,0.0
Transit,2011,4.96046,,12.72038,,
Radial Velocity,2014,,,91.605187,,0.0
Transit,2011,,,12.7203749057,,
Transit,2011,4.75,,12.720370263,,0.0
Transit,2020,2.67,,22.06402,,0.0
Transit,2020,1.05,,4.167892514,,0.0
Transit,2016,3.59,,61.6178167,,0.0
Transit,2016,3.2,,61.61929,,0.0
Transit,2021,,,24.2758992,,
Transit,2016,,,6.5753260242,,
Transit,2016,5.5,,6.575324,,0.0
Transit,2016,,,6.575315881,,
Transit,2016,,,1.6168870663,,
Transit,2016,2.0,,1.616883696,,
Transit,2014,,,19.30581662,,
Transit,2014,3.08,,19.30563,,0.0
Transit,2014,2.91,,19.30577159,,
Transit,2014,3.62,,56.6388791,,0.0
Transit,2014,2.59,,,,
Transit,2014,3.62,,56.6388791,,0.0
Transit,2014,2.87,,56.6344,,0.0
Transit,2014,3.03,,19.30577159,,0.0
Transit,2014,1.598,,6.09750607,,
Transit,2016,,,4.89336495,,
Transit,2016,1.57,,4.89337519,,0.0
Transit,2016,1.47,,3.222975318,,0.0
Transit,2016,2.86,,70.9674603,,0.0
Transit,2016,2.76,,23.20584623,,0.0
Transit,2016,2.76,,23.20584623,,0.0
Transit,2016,,,23.2057808761,,
Transit,2021,,,6.79687481,,
Transit,2021,3.08851092,,6.796850204,,
Transit,2016,,,3.35184041,,
Transit,2021,2.64755943,,22.13339996,,
Transit,2016,,,24.30784323,,
Transit,2016,2.11,,24.3078946,,0.0
Transit,2016,2.703,,,,
Transit,2016,2.08,,89.722292,,0.0
Transit,2016,2.26,,25.0823402,,0.0
Transit,2016,1.96,,89.722292,,
Transit,2016,2.08,,89.722292,,0.0
Transit,2016,,,14.0320810125,,
Transit,2016,,,3.74443645,,
Transit,2016,1.06,,3.744439,,0.0
Transit,2016,,,3.7444463906,,
Transit,2016,3.24,,8.38395796,,0.0
Transit,2016,1.04,,8.3839865,,0.0
Transit,2021,2.55,,131.187711,,0.0
Transit,2014,1.3,,7.51866,,0.0
Transit,2014,7.68,,20.17202,,
Transit,2014,7.19,,20.172023866,,0.0
Transit,2016,,,7.20281185,,
Transit,2016,5.12,,49.7700907,,0.0
Transit,2013,3.63,,13.74883059,,0.0
Transit,2015,2.03,,,,
Transit,2013,3.58,,13.7488263,,0.0
Transit,2013,2.31,,26.723169,,0.0
Transit,2013,3.704,,13.7488263,,
Transit,2021,1.79,,10.61345435,,
Transit,2021,1.32,,10.61345435,,0.0
Transit,2021,0.75408365,,3.881510019,,
Transit,2016,,,3.9324925391,,
Transit,2016,1.75,,1.078390352,,0.0
Transit,2016,1.491,,,,
Transit,2016,1.57,,4.417692516,,0.0
Transit,2016,1.26,,4.417696479,,
Transit,2016,1.45,,4.417749,,0.0
Transit,2016,,,4.417692516,,
Transit,2016,2.583,,13.5396293,,
Transit,2016,1.55,,13.5396293,,0.0
Transit,2016,,,13.53953595,,
Transit,2016,1.79,,7.76846622,,0.0
Transit,2021,1.5,,2.524074,,0.0
Transit,2016,,,32.6542881499,,
Transit,2016,3.73,,32.657035,,0.0
Transit,2016,,,14.088253292,,
Transit,2016,2.75,,14.08827448,,0.0
Transit,2016,3.4,,19.5974971,,0.0
Transit,2016,1.19,,44.2008,,0.0
Transit,2016,1.14,,44.2018402,,0.0
Transit,2016,1.228,,44.2008,,
Transit,2016,0.92,,0.935118057,,0.0
Transit,2016,1.05,,0.935115863,,0.0
Transit,2014,3.08,82.6,7.931,,
Transit,2015,0.668,,8.703,,
Transit,2021,1.59,,44.9977604,,0.0
Transit,2021,1.48,,44.9977478,,0.0
Transit,2016,0.841,,2.358951515,,
Transit,2016,1.39,,3.383536,,0.0
Transit,2016,,,2.358952404,,
Transit,2016,1.11,,39.4419839,,0.0
Transit,2016,1.28,,8.05337912,,0.0
Transit,2016,2.28,,27.5073799,,0.0
Transit,2016,2.0,,27.50655,,0.0
Transit,2013,11.985,,,,
Transit,2016,1.33,,3.383538066,,0.0
Transit,2016,1.959,,,,
Transit,2016,2.87,,11.94014029,,0.0
Transit,2016,,,11.9401182337,,
Transit,2016,1.63,,4.35407371,,0.0
Transit,2016,,,0.6340017154,,
Transit,2016,1.35,,0.634003002,,0.0
Transit,2016,0.87,,2.279523364,,0.0
Transit,2016,0.93,,2.279526656,,0.0
Transit,2016,0.93,,2.279526656,,
Transit,2016,0.88,,,,
Transit,2016,,,3.0319665839,,
Transit,2016,1.13,,2.543072855,,0.0
Transit,2016,1.3,,2.543072855,,
Transit,2016,1.43,,1.921437396,,0.0
Transit,2016,,,1.921437488,,
Transit,2014,3.7,,28.57414,,0.0
Transit,2014,,,28.57424023,,
Transit,2014,2.72,,8.408876951,,0.0
Transit,2014,2.32,,28.5742692,,0.0
Transit,2016,2.9,,15.59461874,,
Transit,2016,,,15.5945923035,,
Transit,2014,0.85,2.71,4.62332,24.39,
Transit,2014,1.27,,2.426300839,,
Transit,2014,,,2.4262999782,,
Transit,2014,1.451,,2.426300839,9.616966,0.0
Transit,2014,,,3.2441268758,,
Transit,2014,1.48,,14.5123099,,
Transit,2014,1.331,,3.24416463,,
Transit,2014,1.604,,,,
Transit,2014,1.45,,14.5123099,,0.0
Transit,2014,1.46,,14.51143,,
Transit,2016,1.6,,0.959622,,
Transit,2016,2.74,8.33,29.84622,2.21,0.05
Radial Velocity,2022,,,102.09,,0.6
Transit,2016,2.83066164,,29.844982,,
Transit,2016,,,,,
Transit,2016,2.85,,29.8454,,
Transit,2016,0.85,,4.453434,,0.0
Transit,2016,0.94,,4.45343281,,0.0
Radial Velocity,2003,,,62.25,,0.645
Transit,2014,10.54,460.83,86.647661,2.1,0.772
Transit,2014,,,86.64764448,,
Transit,2014,1.32,,2.426300839,,0.0
Radial Velocity,2007,,,526.5239,,0.899
Transit,2021,2.595,,159.388051,,
Transit,2021,2.58,,159.388051,,0.0
Radial Velocity,2001,,,832.97,,0.042
Radial Velocity,2014,,,6700.0,,0.24
Transit,2016,1.59,,,,
Transit,2016,2.07,,18.2206421,,
Transit,2016,1.78,,18.2206024,,0.0
Transit,2016,1.65,,18.2206421,,0.0
Radial Velocity,2009,,,356.0,,0.041
Transit,2016,,,12.4393133637,,
Transit,2016,,,12.43931689,,
Transit,2016,1.245,,,,
